"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","eids-badge__description","he-lazy-image src","eids-badge__label","img-wrp href","he-lazy-image src 2","listing-card--owner-info__firm-name","he-lazy-image src 3"
"https://www.hepsiemlak.com/istanbul-beylikduzu-adnan-kahveci-kiralik/daire/135400-185","35","50.000","25-02-2025","İstanbul Kiralık Daire","4 +
                          2","230 m²","5
                        Yaşında","4. Kat","Wen Kadem Dena.Kahvecide Kiralık Kısakatlı Lüks Sitede 4+2 Daire","İstanbul / Beylikdüzü / Adnan Kahveci Mah.","","","","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/9/4/3/9/8/3/4/a664a871-6c1c-4ed4-9e86-946821162e10.jpeg","",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-atakent-kiralik/daire/47307-903","60","45.000","25-02-2025","İstanbul Kiralık Daire","3 +
                          1","120 m²","25
                        Yaşında","Yüksek Giriş","Halkalı Atakent 2.Etapta Kiralık Bahçe Dubleks","İstanbul / Küçükçekmece / Atakent Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/4/4/4/8/3/4/1733945769017-43844447.jpg","",""
"https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-kiralik/daire/147474-71","21","40.000","21-02-2025","İstanbul Kiralık Daire","3 +
                          1","160 m²","2
                        Yaşında","11. Kat","Demir Country'de Sıfır Eşyalı Kiralık 3+1 Daire","İstanbul / Beylikdüzü / Kavaklı Mah.","","","","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/1/9/6/9/7/3/4/d097b4bf-7c97-461a-9955-49832767cccf.jpg","",""
"https://www.hepsiemlak.com/istanbul-bahcelievler-yenibosna-merkez-kiralik/daire/84725-1110","33","80.000","11-02-2025","İstanbul Kiralık Daire","4 +
                          1","190 m²","11
                        Yaşında","3. Kat","Bahçelievler Yasemin Konnakları-2 Kiralık 4+1 170m2 Net Daire","İstanbul / Bahçelievler / Yenibosna Merkez Mah.","","","","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/7/0/0/9/7/3/4/307eb1ae-3d9d-49b9-9ea9-14ed4d879709.jpeg","",""
"https://www.hepsiemlak.com/istanbul-sariyer-emirgan-kiralik/daire/136797-384","34","200.000","24-02-2025","İstanbul Kiralık Daire","3 +
                          1","210 m²","31
                        Yaşında","2. Kat","Emirgan Kiralık 3+1 Daire Havuzlu Taşınmaya Hazır Butik Site","İstanbul / Sarıyer / Emirgan Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/0/0/9/7/3/4/de67ac49-7664-4797-8a04-ca42635d6979.jpeg","",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-atakent-kiralik/daire/70445-1314","53","25.000","07-02-2025","İstanbul Kiralık Daire","2 +
                          1","84 m²","11
                        Yaşında","11. Kat","Atakent Mah Menekşe 1 Sitesi 2+1 84 M2 Kiralık Daire","İstanbul / Küçükçekmece / Atakent Mah.","","","","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/4/8/2/8/7/3/4/a31a5737-0494-42f1-ab61-d2dfbc2dac0f.jpeg","",""
"https://www.hepsiemlak.com/istanbul-basaksehir-kayabasi-kiralik/daire/151654-8","15","28.500","25-02-2025","İstanbul Kiralık Daire","2 +
                          1","90 m²","5
                        Yaşında","5. Kat","Aydın Emlak Kayabaşı 4 Bölge Ful Eşyalı 85 M2 Arakat Kiralık2+1","İstanbul / Başakşehir / Kayabaşı Mah.","","","","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/2/9/9/6/3/4/64528804-ef08-455b-87b0-7add154e3f70.jpeg","",""
"https://www.hepsiemlak.com/istanbul-basaksehir-basak-kiralik/daire/149042-22","52","20.000","11-02-2025","İstanbul Kiralık Daire","2 +
                          1","65 m²","Sıfır Bina","Ara Kat","İst Yeni Sesi Sesport Rezidans / 1+1 - 2+1 - 65 M² 8 Farklı Tarz","İstanbul / Başakşehir / Başak Mah.","","","","https://www.hepsiemlak.com/emlak-ofisi/gumuskaya-yapi-emlak-149042","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/6/8/6/4/3/4/3cca2ca2-7356-40b5-8d1d-c8e258610099.jpg","Gümüşkaya Yapı Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/4/0/9/4/1/13a0b104-5add-461c-8867-5775bf4e11c7.jpg"
"https://www.hepsiemlak.com/istanbul-esenyurt-guzelyurt-kiralik/daire/125611-675","60","16.000","10-02-2025","İstanbul Kiralık Daire","2 +
                          1","90 m²","14
                        Yaşında","Ara Kat","Ercin Yapı'dan Metrobüsün Dibinde Ara Kat Kiralık Daire","İstanbul / Esenyurt / Güzelyurt Mah.","","","","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/8/1/8/0/4/3/4/05b673dd-ee58-4014-a15c-30581bdde8d8.jpg","",""
"https://www.hepsiemlak.com/istanbul-bahcelievler-siyavuspasa-kiralik/daire/56554-3252","36","20.000","24-02-2025","İstanbul Kiralık Daire","2 +
                          1","75 m²","20
                        Yaşında","5. Kat","Bahçelievler Siyavuşpaşa 20 Yıllık Binada Kiralık 2+1 Eşyalı","İstanbul / Bahçelievler / Siyavuşpaşa Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/6/3/1/9/3/3/4/273d4edd-61ea-4198-ad4f-2c66eaa6670b.jpg","",""
"https://www.hepsiemlak.com/istanbul-avcilar-denizkoskler-kiralik/daire/147881-21","17","10.999","02-03-2025","İstanbul Kiralık Daire","1 +
                          1","90 m²","40
                        Yaşında","Yüksek Giriş","Ankale Gayrimenkul'dan Kiralık Deniz Manzaralı Plaja 200 Metre Mesafede Daire","İstanbul / Avcılar / Denizköşkler Mah.","","","","https://www.hepsiemlak.com/emlak-ofisi/ankale-gayrimenkul-aracilik-hizmetleri-147881","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/0/4/3/5/3/3/4/1725986717358-43353404.jpg","Ankale Gayrimenkul Aracılık Hizmetleri","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/8/8/7/4/1/4487042a-6371-4698-be5f-83d895718bc2.jpg"
"https://www.hepsiemlak.com/istanbul-beykoz-cubuklu-kiralik/daire/10493-6453","35","110.000","06-02-2025","İstanbul Kiralık Daire","4 +
                          1","220 m²","2
                        Yaşında","2. Kat","Beykoz Çubukluda 4+1 Kiralık 220m2","İstanbul / Beykoz / Çubuklu Mah.","","","","https://www.hepsiemlak.com/emlak-ofisi/fatih-emlak-10493/sedat-kuvel-10493","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/0/0/4/3/3/4/4029c9b2-32fc-4b5f-be67-2aa3a677f184.jpeg","Fatih Emlak","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg"
"https://www.hepsiemlak.com/istanbul-kagithane-merkez-kiralik/daire/119921-863","35","74.000","22-02-2025","İstanbul Kiralık Daire","2 +
                          1","110 m²","1
                        Yaşında","3. Kat","Kağıthane'de Metroya Komşu Nidapark'ta 2+1 Eşyalı Daire","İstanbul / Kağıthane / Merkez Mah.","","","","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/5/1/1/0/3/4/1eb580d2-ff0c-4098-b5cf-1d649ae4c84f.jpeg","",""
"https://www.hepsiemlak.com/istanbul-beylikduzu-marmara-kiralik/daire/147475-10","16","65.000","18-02-2025","İstanbul Kiralık Daire","3 +
                          1","140 m²","1
                        Yaşında","4. Kat","Deniz İstanbul Marina Rezidans'da Eşşiz Deniz Manzaralı 3+1 Geniş Daire","İstanbul / Beylikdüzü / Marmara Mah.","","","","https://www.hepsiemlak.com/emlak-ofisi/turkuaz-invest-147475","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/7/5/4/8/9/2/4/283fd1ad-98b0-44bf-be42-df53dd5bc1f2.jpg","Turkuaz Invest","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/7/4/7/4/1/968d35a0-4d62-445f-8f6a-3b90eff74a08.jpg"
"https://www.hepsiemlak.com/istanbul-buyukcekmece-cakmakli-kiralik/daire/141301-38","16","25.000","22-02-2025","İstanbul Kiralık Daire","3 +
                          1","172 m²","22
                        Yaşında","9. Kat","Büyükçekmece'de Ferah 3+1 Kiralık Arayanlara..","İstanbul / Büyükçekmece / Çakmaklı Mah.","","","","https://www.hepsiemlak.com/emlak-ofisi/armas-global-yatirim-141301","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/0/4/7/9/2/4/c466932f-4a10-4b69-bf99-f4afaf9dcbc1.jpg","Armas Global Yatırım","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/0/3/1/4/1/fc328f76-9e85-4ecf-acbc-ae885bdf5e35.jpg"
"https://www.hepsiemlak.com/istanbul-beyoglu-firuzaga-kiralik/daire/136846-4","16","60.000","20-02-2025","İstanbul Kiralık Daire","3 +
                          1","170 m²","53
                        Yaşında","Ara Kat","Cihangirde Göksu Emlaktan Kupon Daire","İstanbul / Beyoğlu / Firuzağa Mah.","","","","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/2/6/4/3/4/2/4/1711784556928-42434624.jpg","",""
"https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/33046-3610","11","22.000","01-03-2025","İstanbul Kiralık Daire","2 +
                          1","75 m²","36
                        Yaşında","Bahçe Katı","Şişli Mecidiyeköy Merkezde Kiralık 2+1 Bahçe Katı Daire","İstanbul / Şişli / Mecidiyeköy Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/5/6/3/6/2/4/4/1740822836-110441-44263658.jpeg","",""
"https://www.hepsiemlak.com/istanbul-beylikduzu-adnan-kahveci-kiralik/daire/71801-1135","11","20.000","04-03-2025","İstanbul Kiralık Daire","2 +
                          1","100 m²","14
                        Yaşında","7. Kat","Beylikdüzü Beykentte 2+1 Full Eşyalı  Geniş Ve Ferah Metrobüs Yaşam Vadisi Yakını Kiralık Daire","İstanbul / Beylikdüzü / Adnan Kahveci Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/2/6/6/1/1/4/4/1b5681b4-26e2-4665-b718-8f8c528a9159.jpg","",""
"https://www.hepsiemlak.com/istanbul-bahcelievler-siyavuspasa-kiralik/daire/70388-5115","22","26.500","03-03-2025","İstanbul Kiralık Daire","2 +
                          1","76 m²","3
                        Yaşında","Bahçe Katı","Başokur'dan Bahçelievler Metro Ve Metrobüse 12 Dakika 2+1 Daire","İstanbul / Bahçelievler / Siyavuşpaşa Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/basokur-gayrimenkul-yatirim-danismanligi-70388","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/1/4/7/2/4/4/1741014126-745225-44274140.jpeg","Başokur Gayrimenkul Yatırım Danışmanlığı","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/8/3/0/7/0/ac173016-b2b4-44a4-946c-bc8a385c675d.jpg"
"https://www.hepsiemlak.com/istanbul-beyoglu-kalyoncu-kullugu-kiralik/daire/62127-1331","19","37.000","28-02-2025","İstanbul Kiralık Daire","2 +
                          1","80 m²","100
                        Yaşında","1. Kat","Eliyadan İstiklale Yakın Ömer Hayyam Caddesinde Yüksek Tavanlı 2+1 Eşyalı Kiralık Daire","İstanbul / Beyoğlu / Kalyoncu Kulluğu Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","","",""
"https://www.hepsiemlak.com/istanbul-avcilar-ambarli-kiralik/daire/97573-627","34","20.000","24-02-2025","İstanbul Kiralık Daire","2 +
                          1","90 m²","6
                        Yaşında","1. Kat","Avcılar Merkezi Konum Yeni Binada Full Eşyalı Kiralık 2+1 Arakat","İstanbul / Avcılar / Ambarlı Mah.","","","","https://www.hepsiemlak.com/emlak-ofisi/timur-emlak-97573","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/7/5/7/9/0/4e9c9754-ca81-441a-ac0a-e8bc5491f87f.jpg","Timur Emlak",""
"https://www.hepsiemlak.com/istanbul-bahcelievler-soganli-kiralik/daire/87282-1964","34","21.000","21-02-2025","İstanbul Kiralık Daire","3 +
                          1","130 m²","28
                        Yaşında","Yüksek Giriş","Bahçelievler Soğanlı Mahallesinde Fusün Yönder Lisesine Yakın 3+1 130 M2 Kiralık Daire","İstanbul / Bahçelievler / Soğanlı Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","","",""
"https://www.hepsiemlak.com/istanbul-sisli-fulya-kiralik/daire/15503-959","27","40.000","04-03-2025","İstanbul Kiralık Daire","2 +
                          1","90 m²","35
                        Yaşında","4. Kat","Şişli Fulya Mah Ortaklar Caddesi İçerisinde Temiz 2+1 Lüx","İstanbul / Şişli / Fulya Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/ozlem-emlak-15503","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/5/9/7/2/4/4/1741097352-7858691-44279555.jpeg","Özlem Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/0/5/5/1/0/528aac8f-0151-4839-9e3f-d52ce42e950d.jpg"
"https://www.hepsiemlak.com/istanbul-cekmekoy-merkez-kiralik/daire/44352-1434","34","22.000","27-02-2025","İstanbul Kiralık Daire","2 +
                          1","80 m²","1
                        Yaşında","1. Kat","Merkez Mahallesinde 1 Yaşında Binada 2+1 Kiralık Daire","İstanbul / Çekmeköy / Merkez Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/turna-emlak-44352","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/0/9/2/3/5/3/4/aad747bb-ad0e-491a-8187-e51ffc4c4753.jpeg","Turna Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/5/3/4/4/0/1b2660f9-bc20-4522-83d8-745314208466.jpg"
"https://www.hepsiemlak.com/istanbul-kagithane-merkez-kiralik/daire/33182-2456","27","20.000","28-02-2025","İstanbul Kiralık Daire","1 +
                          1","60 m²","5
                        Yaşında","2. Kat","Kağıthane Merkez Mah.Kiralık Yeni Binada Daire","İstanbul / Kağıthane / Merkez Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/7/2/8/0/9/3/4/c0e5f082-8d32-4e99-b043-ee492c9292ae.jpg","",""
"https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-2-kisim-kiralik/daire/3316-916","29","23.000","04-02-2025","İstanbul Kiralık Daire","1 +
                          1","90 m²","23
                        Yaşında","15. Kat","Bahçeşehir Düden 8 Blok Da 1+1 Eşyalı Daire","İstanbul / Başakşehir / Bahçeşehir 2. Kısım Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/5/9/3/1/4/4/1e6a5040-70c0-4f91-a55d-13ef65316632.jpg","",""
"https://www.hepsiemlak.com/istanbul-kagithane-sultan-selim-kiralik/daire/118239-8821","35","20.000","04-03-2025","İstanbul Kiralık Daire","2 +
                          1","120 m²","29
                        Yaşında","4. Kat","Bekara,  Aileye,  Yabancıya Uygundur,  4.Levent Metroya Yürüme 10dk,","İstanbul / Kağıthane / Sultan Selim Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/adige-insaat-gayrimenkul-118239","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/3/6/7/7/2/4/4/c0f03c22-b19f-4cd6-b235-9ed7dfca33ba.jpg","Adige İnşaat Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/3/2/8/1/1/92ca2b2d-4b9f-4eee-98df-a5e274aa6627.jpg"
"https://www.hepsiemlak.com/istanbul-cekmekoy-mehmet-akif-kiralik/daire/134985-1482","30","25.000","03-03-2025","İstanbul Kiralık Daire","2 +
                          1","80 m²","15
                        Yaşında","Yüksek Giriş","Çekmeköy Mehmet Akif Mh. 2+1 Kiralık Daire","İstanbul / Çekmeköy / Mehmet Akif Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/remax-masal-134985","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/7/7/0/6/2/4/4/1e5292d0-53d0-47e8-8dde-de76a09bfb45.jpg","Remax Masal","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/8/9/4/3/1/96a6bbe9-4b57-43d7-ad74-e9c26fcc8567.jpg"
"https://www.hepsiemlak.com/istanbul-fatih-mevlanakapi-kiralik/daire/141419-170","25","15.000","02-03-2025","İstanbul Kiralık Daire","2 +
                          1","75 m²","40
                        Yaşında","En Üst Kat","Minimalist Gayrimenkul'den Mevlanakapı Mah. Köşe Cephe 2+1","İstanbul / Fatih / Mevlanakapı Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/minimalist-gayrimenkul-insaat-141419/nazim-pekgoz-3977754","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/9/4/5/1/2/4/4/440843ba-edd9-47fc-9cc3-c7010ec8dbfe.jpg","Minimalist Gayrimenkul İnşaat","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg"
"https://www.hepsiemlak.com/istanbul-uskudar-valide-i-atik-kiralik/daire/136218-878","25","32.000","04-03-2025","İstanbul Kiralık Daire","1 +
                          1","70 m²","Sıfır Bina","3. Kat","Deluxe 26 'dan Sıfır Binada Asansörlü Ara Kat 1+1 60 M2 Daireler","İstanbul / Üsküdar / Valide-i Atik Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/deluxe-26-gayrimenkul-136218/kadir-mutluoglu-3683190","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/6/7/9/6/1/4/4/dfde0a23-b4fc-448b-813d-39323423589a.jpg","Deluxe 26 Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/9/1/3/8/6/3/34ed3d39-7394-4aed-9a1e-7eff92a05266.jpg"
"https://www.hepsiemlak.com/istanbul-eyupsultan-merkez-kiralik/daire/60890-705","58","35.500","04-03-2025","İstanbul Kiralık Daire","4 +
                          2","160 m²","14
                        Yaşında","2. Kat","Eyüpsultan Piyerlotti Tepesinde Kiralık Dubleks Daire","İstanbul / Eyüpsultan / Merkez Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/3/1/5/2/0/4/4/6c4b616b-6898-469b-a0cc-f61e746124b0.jpg","",""
"https://www.hepsiemlak.com/istanbul-fatih-seyyid-omer-kiralik/daire/89874-1169","34","16.500","03-03-2025","İstanbul Kiralık Daire","2 +
                          1","75 m²","40
                        Yaşında","3. Kat","Fatih Seyyid Ömer Mahallesi 2+1 Çiftcephe + Balkon Kiralık Daire","İstanbul / Fatih / Seyyid Ömer Mah.","","","","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/6/9/1/8/4/3/4/308c31d6-5521-426a-a5a0-1e6e0d84ef7a.jpg","",""
"https://www.hepsiemlak.com/istanbul-avcilar-yesilkent-kiralik/daire/144925-94","28","13.000","03-03-2025","İstanbul Kiralık Daire","2 +
                          1","120 m²","20
                        Yaşında","1. Kat","Açık Ve Kapalı 2 Balkonlu,  Aile Binasında, Kiralık 2+1, 120 M² 1. Katta Kiralık Daire","İstanbul / Avcılar / Yeşilkent Mah.","","","","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/9/7/3/9/1/3/4/1726960330195-43193797.jpg","",""
"https://www.hepsiemlak.com/istanbul-zeytinburnu-sumer-kiralik/daire/3448-15006","12","25.000","03-03-2025","İstanbul Kiralık Daire","2 +
                          1","85 m²","Sıfır Bina","1. Kat","Kurtuluş® Emlak Sümer Kiralık Daire 85 M2 2+1 Sıfır","İstanbul / Zeytinburnu / Sümer Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/kurtulus-emlak-3448/cengiz-dereli-3448","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/9/7/4/6/2/4/4/a57fd4a3-5269-4bee-a14c-55610d7e6ef4.jpg","Kurtuluş Emlak","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg"
"https://www.hepsiemlak.com/istanbul-zeytinburnu-merkezefendi-kiralik/daire/109079-1129","12","32.000","03-03-2025","İstanbul Kiralık Daire","2 +
                          1","125 m²","25
                        Yaşında","18. Kat","Toprak İnşaat&emlak'tan Tercüman Sitesin De Full Eşyalı 105m2 2+1 Kiralık Daire...","İstanbul / Zeytinburnu / Merkezefendi Mah.","","","","https://www.hepsiemlak.com/emlak-ofisi/toprak-insaat-emlak-109079","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/2/1/1/1/4/4/4cff5bb0-0b49-4f05-a2e1-a21f851274ac.jpg","Toprak İnşaat Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/7/0/9/0/1/36bbf404-04fd-41d0-bbfc-d763fd4089a9.jpg"
"https://www.hepsiemlak.com/istanbul-maltepe-yali-kiralik/daire/78142-1683","33","30.000","17-02-2025","İstanbul Kiralık Daire","2 +
                          1","75 m²","1
                        Yaşında","Ara Kat","Maltepe Dragos'ta Yeni Binada Cevizli İstasyona Yakın Balkonlu","İstanbul / Maltepe / Yalı Mah.","","","","https://www.hepsiemlak.com/emlak-ofisi/armilan-yapi-78142","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/1/4/9/3/9/3/4/1ed71d2e-1d51-4a5d-a732-2c5efcc83617.jpg","Armilan Yapi","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/4/1/8/7/0/fddd4f3b-74a1-4c75-9d1c-c6f579773d2b.jpg"
"https://www.hepsiemlak.com/istanbul-beykoz-cubuklu-kiralik/daire/5857-2611","8","13.500","03-03-2025","İstanbul Kiralık Daire","1 +
                          1","55 m²","20
                        Yaşında","Bahçe Katı","Beykoz Cubuklu Pazar Sokagında Mustakıl Girişli 2katlı Binanın Gırıs Katı","İstanbul / Beykoz / Çubuklu Mah.","","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/5/8/5/0/0/36685e73-0c00-4180-8f99-1e4a51d1fec0.jpg","","https://www.hepsiemlak.com/emlak-ofisi/tastan-gayrimenkul-5857/aysel-tastan-5857","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/5/0/8/2/7/3/4/1732010209499-43728058.jpg","Taştan Gayrimenkul",""
"https://www.hepsiemlak.com/istanbul-fatih-yavuz-sultan-selim-kiralik/daire/135402-460","14","24.500","03-03-2025","İstanbul Kiralık Daire","2 +
                          1","100 m²","28
                        Yaşında","2. Kat","Fatih Soğuk Tulumba 2. Kat 2+1 Full + Full Kiralık Daire","İstanbul / Fatih / Yavuz Sultan Selim Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/arge-gayrimenkul-135402/mustafa-yilmaz-3632661","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/9/1/3/7/2/4/4/b1c68ade-0b66-4a81-9338-9ed3202da3c2.jpg","Arge Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/6/6/2/3/6/3/066e1cc0-949c-43f9-865d-626d4c67b067.jpg"
"https://www.hepsiemlak.com/istanbul-beylikduzu-adnan-kahveci-kiralik/daire/155587-4","14","20.000","27-02-2025","İstanbul Kiralık Daire","2 +
                          1","85 m²","4
                        Yaşında","Ara Kat","Boss Yapı’dan 2+1 Gürpınar’da Denize Yakın Kiralık Daire","İstanbul / Beylikdüzü / Adnan Kahveci Mah.","","","","https://www.hepsiemlak.com/emlak-ofisi/boss-yapi-gayrimenkul-155587","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/6/8/5/4/2/4/4/1740493824-486228-44245865.jpeg","Boss Yapı Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/8/5/5/5/1/99c5f082-64ef-4991-b6a4-1d0a17127494.jpg"
"https://www.hepsiemlak.com/istanbul-bakirkoy-kartaltepe-kiralik/daire/4638-2714","28","34.000","03-03-2025","İstanbul Kiralık Daire","3 +
                          1","125 m²","40
                        Yaşında","1. Kat","Safir Bakırköy'den Kartaltepede Arakat 3oda 1 Salon Kiralık Daire","İstanbul / Bakırköy / Kartaltepe Mah.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","https://www.hepsiemlak.com/emlak-ofisi/safir-gayrimenkul-4638","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/3/2/3/3/2/4/4/1740559035472-44233232.jpg","Safir Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/3/6/4/0/0/00b0612b-61d6-40da-af33-78fb7e9e67bf.jpg"
