id,gender,age,height,weight,bmr,activity_level,tdee
4926,Female,33,180,67,1469.0,Lightly Active,2019.875
4927,Male,36,198,75,1812.5,Super Active,3443.75
4928,Female,56,190,72,1466.5,Sedentary,1759.8
4929,Female,23,169,60,1380.25,Moderately Active,2139.3875000000003
4930,Male,28,164,82,1710.0,Super Active,3249.0
4931,Male,29,167,61,1513.75,Super Active,2876.125
4932,Male,59,191,89,1793.75,Moderately Active,2780.3125
4933,Male,30,177,78,1741.25,Super Active,3308.375
4934,Female,29,162,63,1336.5,Super Active,2539.35
4935,Female,38,157,75,1380.25,Sedentary,1656.3
4936,Male,27,177,92,1896.25,Sedentary,2275.5
4937,Male,37,208,100,2120.0,Sedentary,2544.0
4938,Male,53,200,64,1630.0,Lightly Active,2241.25
4939,Female,45,186,74,1516.5,Moderately Active,2350.5750000000003
4940,Female,41,190,65,1471.5,Sedentary,1765.8
4941,Male,22,180,94,1960.0,Super Active,3724.0
4942,Male,54,169,78,1571.25,Lightly Active,2160.46875
4943,Female,29,153,51,1160.25,Moderately Active,1798.3875
4944,Male,52,163,66,1423.75,Sedentary,1708.5
4945,Male,57,203,98,1968.75,Sedentary,2362.5
4946,Female,19,163,71,1472.75,Moderately Active,2282.7625000000003
4947,Male,58,206,93,1932.5,Sedentary,2319.0
4948,Female,62,162,71,1251.5,Moderately Active,1939.825
4949,Male,56,206,64,1652.5,Moderately Active,2561.375
4950,Male,59,199,63,1583.75,Super Active,3009.125
4951,Female,26,182,67,1516.5,Moderately Active,2350.5750000000003
4952,Female,39,171,78,1492.75,Very Active,2574.99375
4953,Male,64,168,80,1535.0,Sedentary,1842.0
4954,Female,22,160,61,1339.0,Super Active,2544.1
4955,Male,29,176,68,1640.0,Lightly Active,2255.0
4956,Male,18,199,79,1948.75,Very Active,3361.59375
4957,Female,61,178,78,1426.5,Moderately Active,2211.0750000000003
4958,Male,39,174,71,1607.5,Lightly Active,2210.3125
4959,Male,55,163,98,1728.75,Lightly Active,2377.03125
4960,Female,36,173,54,1280.25,Lightly Active,1760.34375
4961,Female,33,158,76,1421.5,Lightly Active,1954.5625
4962,Male,48,185,69,1611.25,Super Active,3061.375
4963,Female,20,163,70,1457.75,Super Active,2769.725
4964,Female,40,164,75,1414.0,Lightly Active,1944.25
4965,Female,59,171,80,1412.75,Very Active,2436.99375
4966,Female,35,186,76,1586.5,Sedentary,1903.8
4967,Male,43,176,73,1620.0,Sedentary,1944.0
4968,Male,30,186,76,1777.5,Super Active,3377.25
4969,Male,35,181,82,1781.25,Very Active,3072.65625
4970,Female,20,169,77,1565.25,Very Active,2700.05625
4971,Female,40,190,63,1456.5,Moderately Active,2257.5750000000003
4972,Female,20,185,55,1445.25,Super Active,2745.975
4973,Female,42,151,60,1172.75,Very Active,2022.99375
4974,Female,44,155,76,1347.75,Very Active,2324.86875
4975,Female,61,151,55,1027.75,Sedentary,1233.3
4976,Female,44,152,54,1109.0,Very Active,1913.025
4977,Male,56,190,73,1642.5,Very Active,2833.3125
4978,Male,42,204,96,2030.0,Lightly Active,2791.25
4979,Female,41,190,79,1611.5,Sedentary,1933.8
4980,Female,25,190,70,1601.5,Sedentary,1921.8
4981,Female,26,154,65,1321.5,Lightly Active,1817.0625
4982,Male,63,196,90,1815.0,Sedentary,2178.0
4983,Male,54,173,66,1476.25,Moderately Active,2288.1875
4984,Female,47,167,50,1147.75,Moderately Active,1779.0125
4985,Female,36,150,52,1116.5,Super Active,2121.35
4986,Male,33,166,70,1577.5,Sedentary,1893.0
4987,Male,41,187,78,1748.75,Sedentary,2098.5
4988,Male,61,205,97,1951.25,Moderately Active,3024.4375
4989,Male,38,184,79,1755.0,Super Active,3334.5
4990,Female,53,166,52,1131.5,Super Active,2149.85
4991,Male,57,187,88,1768.75,Moderately Active,2741.5625
4992,Male,56,161,77,1501.25,Moderately Active,2326.9375
4993,Female,64,159,67,1182.75,Lightly Active,1626.28125
4994,Male,23,163,84,1748.75,Super Active,3322.625
4995,Male,22,172,79,1760.0,Super Active,3344.0
4996,Male,31,177,65,1606.25,Lightly Active,2208.59375
4997,Female,62,156,62,1124.0,Moderately Active,1742.2
4998,Male,59,210,74,1762.5,Lightly Active,2423.4375
4999,Female,21,189,78,1695.25,Lightly Active,2330.96875
5000,Female,25,150,71,1361.5,Very Active,2348.5875
5001,Male,41,200,84,1890.0,Super Active,3591.0
5002,Male,28,183,79,1798.75,Moderately Active,2788.0625
5003,Male,34,167,81,1688.75,Very Active,2913.09375
5004,Male,38,194,71,1737.5,Very Active,2997.1875
5005,Female,43,161,55,1180.25,Very Active,2035.93125
5006,Male,60,192,99,1895.0,Moderately Active,2937.25
5007,Male,65,171,92,1668.75,Lightly Active,2294.53125
5008,Male,61,181,88,1711.25,Moderately Active,2652.4375
5009,Female,62,152,52,999.0,Super Active,1898.1
5010,Male,44,169,85,1691.25,Super Active,3213.375
5011,Male,33,176,91,1850.0,Lightly Active,2543.75
5012,Female,43,162,65,1286.5,Moderately Active,1994.075
5013,Female,50,162,62,1221.5,Lightly Active,1679.5625
5014,Male,48,168,78,1595.0,Lightly Active,2193.125
5015,Male,65,172,69,1445.0,Moderately Active,2239.75
5016,Male,64,182,84,1662.5,Super Active,3158.75
5017,Male,23,189,78,1851.25,Moderately Active,2869.4375
5018,Male,61,202,80,1762.5,Super Active,3348.75
5019,Female,25,172,70,1489.0,Sedentary,1786.8
5020,Female,24,173,75,1550.25,Sedentary,1860.3
5021,Male,51,202,67,1682.5,Sedentary,2019.0
5022,Male,61,168,61,1360.0,Very Active,2346.0
5023,Female,31,153,56,1200.25,Super Active,2280.475
5024,Male,33,175,81,1743.75,Super Active,3313.125
5025,Male,60,182,89,1732.5,Moderately Active,2685.375
5026,Male,26,182,95,1962.5,Super Active,3728.75
5027,Male,27,190,87,1927.5,Moderately Active,2987.625
5028,Male,34,164,94,1800.0,Very Active,3105.0
5029,Female,29,169,51,1260.25,Moderately Active,1953.3875
5030,Male,23,210,95,2152.5,Sedentary,2583.0
5031,Male,36,160,77,1595.0,Moderately Active,2472.25
5032,Male,60,207,68,1678.75,Moderately Active,2602.0625
5033,Female,58,172,65,1274.0,Moderately Active,1974.7
5034,Female,46,184,51,1269.0,Super Active,2411.1
5035,Female,23,171,76,1552.75,Lightly Active,2135.03125
5036,Female,42,180,73,1484.0,Lightly Active,2040.5
5037,Male,41,192,72,1720.0,Lightly Active,2365.0
5038,Female,42,153,70,1285.25,Super Active,2441.975
5039,Male,33,166,80,1677.5,Sedentary,2013.0
5040,Male,33,196,88,1945.0,Lightly Active,2674.375
5041,Female,23,150,61,1271.5,Lightly Active,1748.3125
5042,Female,54,168,54,1159.0,Very Active,1999.275
5043,Female,38,170,51,1221.5,Very Active,2107.0875
5044,Female,21,171,71,1512.75,Sedentary,1815.3
5045,Female,51,151,73,1257.75,Moderately Active,1949.5125
5046,Male,45,173,70,1561.25,Moderately Active,2419.9375
5047,Female,55,170,71,1336.5,Very Active,2305.4625
5048,Female,58,182,55,1236.5,Very Active,2132.9625
5049,Female,45,168,50,1164.0,Sedentary,1396.8
5050,Male,34,193,75,1791.25,Sedentary,2149.5
5051,Female,31,186,64,1486.5,Super Active,2824.35
5052,Male,24,172,75,1710.0,Moderately Active,2650.5
5053,Female,39,177,57,1320.25,Super Active,2508.475
5054,Female,18,183,77,1662.75,Lightly Active,2286.28125
5055,Male,46,187,72,1663.75,Sedentary,1996.5
5056,Female,48,174,53,1216.5,Moderately Active,1885.575
5057,Male,47,175,98,1843.75,Moderately Active,2857.8125
5058,Male,32,209,77,1921.25,Super Active,3650.375
5059,Male,35,210,79,1932.5,Very Active,3333.5625
5060,Female,52,185,59,1325.25,Very Active,2286.05625
5061,Female,47,184,67,1424.0,Sedentary,1708.8
5062,Female,51,172,67,1329.0,Very Active,2292.525
5063,Male,59,171,69,1468.75,Lightly Active,2019.53125
5064,Female,28,161,79,1495.25,Moderately Active,2317.6375000000003
5065,Male,44,208,88,1965.0,Very Active,3389.625
5066,Female,41,188,76,1569.0,Sedentary,1882.8
5067,Male,52,179,75,1613.75,Lightly Active,2218.90625
5068,Male,56,185,87,1751.25,Super Active,3327.375
5069,Male,25,185,76,1796.25,Super Active,3412.875
5070,Female,35,160,70,1364.0,Lightly Active,1875.5
5071,Male,30,168,74,1645.0,Sedentary,1974.0
5072,Male,62,164,90,1620.0,Super Active,3078.0
5073,Male,41,176,66,1560.0,Moderately Active,2418.0
5074,Male,40,208,89,1995.0,Moderately Active,3092.25
5075,Male,29,193,95,2016.25,Sedentary,2419.5
5076,Male,47,161,85,1626.25,Sedentary,1951.5
5077,Female,48,185,80,1555.25,Moderately Active,2410.6375000000003
5078,Female,45,151,80,1357.75,Sedentary,1629.3
5079,Male,39,172,88,1765.0,Lightly Active,2426.875
5080,Female,61,178,69,1336.5,Sedentary,1603.8
5081,Female,45,177,76,1480.25,Moderately Active,2294.3875000000003
5082,Male,30,189,88,1916.25,Very Active,3305.53125
5083,Male,42,170,65,1507.5,Sedentary,1809.0
5084,Male,61,190,71,1597.5,Super Active,3035.25
5085,Female,63,180,66,1309.0,Lightly Active,1799.875
5086,Male,24,161,97,1861.25,Lightly Active,2559.21875
5087,Female,62,164,69,1244.0,Lightly Active,1710.5
5088,Male,23,162,81,1712.5,Super Active,3253.75
5089,Female,41,166,76,1431.5,Super Active,2719.85
5090,Male,36,176,85,1775.0,Lightly Active,2440.625
5091,Male,36,207,99,2108.75,Lightly Active,2899.53125
5092,Female,53,158,68,1241.5,Lightly Active,1707.0625
5093,Female,26,187,50,1377.75,Sedentary,1653.3
5094,Female,65,152,51,974.0,Super Active,1850.6
5095,Female,53,151,76,1277.75,Moderately Active,1980.5125
5096,Female,55,167,54,1147.75,Sedentary,1377.3
5097,Female,57,172,67,1299.0,Moderately Active,2013.45
5098,Male,46,175,97,1838.75,Sedentary,2206.5
5099,Female,41,156,55,1159.0,Sedentary,1390.8
5100,Male,65,162,78,1472.5,Moderately Active,2282.375
5101,Male,22,206,64,1822.5,Lightly Active,2505.9375
5102,Female,59,169,77,1370.25,Moderately Active,2123.8875000000003
5103,Male,62,202,84,1797.5,Very Active,3100.6875
5104,Female,43,190,65,1461.5,Super Active,2776.85
5105,Female,31,165,65,1365.25,Very Active,2355.05625
5106,Male,56,180,68,1530.0,Sedentary,1836.0
5107,Male,46,200,86,1885.0,Moderately Active,2921.75
5108,Female,23,178,52,1356.5,Lightly Active,1865.1875
5109,Female,24,187,76,1647.75,Lightly Active,2265.65625
5110,Male,54,210,97,2017.5,Very Active,3480.1875
5111,Male,35,164,74,1595.0,Very Active,2751.375
5112,Male,40,176,97,1875.0,Sedentary,2250.0
5113,Male,61,196,85,1775.0,Super Active,3372.5
5114,Female,55,188,78,1519.0,Sedentary,1822.8
5115,Female,18,161,53,1285.25,Lightly Active,1767.21875
5116,Female,21,179,55,1402.75,Moderately Active,2174.2625000000003
5117,Female,61,153,77,1260.25,Very Active,2173.93125
5118,Male,64,190,68,1552.5,Lightly Active,2134.6875
5119,Male,52,176,88,1725.0,Sedentary,2070.0
5120,Female,40,165,74,1410.25,Super Active,2679.475
5121,Female,44,176,58,1299.0,Moderately Active,2013.45
5122,Female,43,153,80,1380.25,Super Active,2622.475
5123,Female,25,157,52,1215.25,Sedentary,1458.3
5124,Female,60,157,55,1070.25,Sedentary,1284.3
5125,Female,33,166,70,1411.5,Lightly Active,1940.8125
5126,Female,58,152,69,1189.0,Moderately Active,1842.95
5127,Female,20,176,73,1569.0,Sedentary,1882.8
5128,Female,49,183,75,1487.75,Lightly Active,2045.65625
5129,Male,22,203,61,1773.75,Sedentary,2128.5
5130,Female,37,173,64,1375.25,Lightly Active,1890.96875
5131,Male,31,209,97,2126.25,Super Active,4039.875
5132,Male,49,208,96,2020.0,Lightly Active,2777.5
5133,Female,43,188,54,1339.0,Super Active,2544.1
5134,Female,64,155,70,1187.75,Very Active,2048.86875
5135,Male,23,178,83,1832.5,Sedentary,2199.0
5136,Male,53,182,86,1737.5,Very Active,2997.1875
5137,Female,57,186,52,1236.5,Moderately Active,1916.575
5138,Male,22,176,74,1735.0,Very Active,2992.875
5139,Female,30,162,66,1361.5,Lightly Active,1872.0625
5140,Female,49,150,77,1301.5,Lightly Active,1789.5625
5141,Female,33,161,52,1200.25,Moderately Active,1860.3875
5142,Male,18,198,74,1892.5,Moderately Active,2933.375
5143,Male,30,192,79,1845.0,Sedentary,2214.0
5144,Female,28,169,70,1455.25,Lightly Active,2000.96875
5145,Male,25,178,68,1672.5,Moderately Active,2592.375
5146,Male,42,188,81,1780.0,Very Active,3070.5
5147,Male,57,179,72,1558.75,Lightly Active,2143.28125
5148,Male,49,179,96,1838.75,Moderately Active,2850.0625
5149,Male,41,169,87,1726.25,Sedentary,2071.5
5150,Male,45,171,73,1578.75,Super Active,2999.625
5151,Male,31,192,89,1940.0,Lightly Active,2667.5
5152,Female,62,164,65,1204.0,Lightly Active,1655.5
5153,Male,20,184,64,1695.0,Lightly Active,2330.625
5154,Male,53,163,71,1468.75,Lightly Active,2019.53125
5155,Male,44,163,94,1743.75,Super Active,3313.125
5156,Male,37,168,100,1870.0,Super Active,3553.0
5157,Male,64,174,60,1372.5,Sedentary,1647.0
5158,Male,32,185,60,1601.25,Lightly Active,2201.71875
5159,Male,44,174,79,1662.5,Moderately Active,2576.875
5160,Male,62,185,93,1781.25,Very Active,3072.65625
5161,Female,58,176,59,1239.0,Lightly Active,1703.625
5162,Male,45,166,83,1647.5,Super Active,3130.25
5163,Male,42,191,87,1858.75,Sedentary,2230.5
5164,Male,59,171,70,1478.75,Lightly Active,2033.28125
5165,Male,61,194,67,1582.5,Sedentary,1899.0
5166,Female,63,188,66,1359.0,Moderately Active,2106.4500000000003
5167,Female,50,178,71,1411.5,Moderately Active,2187.8250000000003
5168,Female,63,170,53,1116.5,Moderately Active,1730.575
5169,Female,31,184,63,1464.0,Moderately Active,2269.2000000000003
5170,Female,25,159,55,1257.75,Very Active,2169.61875
5171,Female,65,172,79,1379.0,Sedentary,1654.8
5172,Female,31,188,63,1489.0,Lightly Active,2047.375
5173,Female,18,174,64,1476.5,Very Active,2546.9625
5174,Female,33,173,50,1255.25,Lightly Active,1725.96875
5175,Female,35,169,69,1410.25,Super Active,2679.475
5176,Female,24,164,65,1394.0,Very Active,2404.65
5177,Female,32,170,53,1271.5,Very Active,2193.3375
5178,Female,41,161,51,1150.25,Super Active,2185.475
5179,Female,30,167,50,1232.75,Very Active,2126.49375
5180,Female,26,172,62,1404.0,Sedentary,1684.8
5181,Female,32,190,65,1516.5,Moderately Active,2350.5750000000003
5182,Male,52,183,61,1498.75,Lightly Active,2060.78125
5183,Female,41,190,71,1531.5,Super Active,2909.85
5184,Male,50,171,92,1743.75,Moderately Active,2702.8125
5185,Female,33,154,51,1146.5,Very Active,1977.7125
5186,Female,25,188,77,1659.0,Sedentary,1990.8
5187,Male,46,195,99,1983.75,Very Active,3421.96875
5188,Female,40,188,54,1354.0,Super Active,2572.6
5189,Male,62,202,65,1607.5,Very Active,2772.9375
5190,Male,48,199,67,1678.75,Sedentary,2014.5
5191,Male,57,193,83,1756.25,Very Active,3029.53125
5192,Female,31,161,80,1490.25,Very Active,2570.68125
5193,Female,47,165,70,1335.25,Very Active,2303.30625
5194,Female,56,176,73,1389.0,Very Active,2396.025
5195,Male,44,163,78,1583.75,Sedentary,1900.5
5196,Male,64,197,68,1596.25,Lightly Active,2194.84375
5197,Female,33,170,54,1276.5,Moderately Active,1978.575
5198,Female,23,186,65,1536.5,Super Active,2919.35
5199,Female,50,180,77,1484.0,Lightly Active,2040.5
5200,Female,61,184,55,1234.0,Sedentary,1480.8
5201,Female,35,176,65,1414.0,Super Active,2686.6
5202,Male,33,166,73,1607.5,Super Active,3054.25
5203,Male,29,166,90,1797.5,Very Active,3100.6875
5204,Male,37,209,65,1776.25,Moderately Active,2753.1875
5205,Female,62,160,73,1259.0,Moderately Active,1951.45
5206,Male,57,182,98,1837.5,Sedentary,2205.0
5207,Male,46,193,90,1881.25,Lightly Active,2586.71875
5208,Male,47,179,97,1858.75,Very Active,3206.34375
5209,Male,43,174,75,1627.5,Moderately Active,2522.625
5210,Male,39,192,86,1870.0,Very Active,3225.75
5211,Female,50,156,52,1084.0,Lightly Active,1490.5
5212,Male,56,179,63,1473.75,Super Active,2800.125
5213,Female,64,165,72,1270.25,Lightly Active,1746.59375
5214,Female,46,188,65,1434.0,Super Active,2724.6
5215,Female,39,172,62,1339.0,Lightly Active,1841.125
5216,Female,62,181,62,1280.25,Very Active,2208.43125
5217,Female,30,166,56,1286.5,Lightly Active,1768.9375
5218,Male,26,166,61,1522.5,Moderately Active,2359.875
5219,Male,41,167,67,1513.75,Moderately Active,2346.3125
5220,Female,32,163,64,1337.75,Sedentary,1605.3
5221,Female,53,152,75,1274.0,Moderately Active,1974.7
5222,Female,30,188,64,1504.0,Moderately Active,2331.2000000000003
5223,Male,44,180,63,1540.0,Super Active,2926.0
5224,Female,61,160,80,1334.0,Very Active,2301.15
5225,Male,54,169,60,1391.25,Very Active,2399.90625
5226,Female,24,168,71,1479.0,Super Active,2810.1
5227,Male,25,189,71,1771.25,Moderately Active,2745.4375
5228,Female,54,164,60,1194.0,Lightly Active,1641.75
5229,Male,58,175,73,1538.75,Super Active,2923.625
5230,Female,31,164,62,1329.0,Very Active,2292.525
5231,Male,29,181,83,1821.25,Sedentary,2185.5
5232,Male,53,188,77,1685.0,Very Active,2906.625
5233,Male,57,184,76,1630.0,Lightly Active,2241.25
5234,Male,34,173,68,1596.25,Very Active,2753.53125
5235,Male,57,173,77,1571.25,Super Active,2985.375
5236,Male,46,161,77,1551.25,Sedentary,1861.5
5237,Male,44,172,64,1500.0,Very Active,2587.5
5238,Female,18,162,71,1471.5,Super Active,2795.85
5239,Female,51,178,50,1196.5,Super Active,2273.35
5240,Female,21,165,74,1505.25,Super Active,2859.975
5241,Female,41,185,57,1360.25,Sedentary,1632.3
5242,Female,38,166,75,1436.5,Super Active,2729.35
5243,Male,50,178,91,1777.5,Sedentary,2133.0
5244,Male,24,175,79,1768.75,Lightly Active,2432.03125
5245,Male,18,187,72,1803.75,Lightly Active,2480.15625
5246,Male,58,163,99,1723.75,Lightly Active,2370.15625
5247,Male,20,210,70,1917.5,Super Active,3643.25
5248,Female,61,158,80,1321.5,Sedentary,1585.8
5249,Female,32,181,78,1590.25,Lightly Active,2186.59375
5250,Female,48,173,55,1230.25,Moderately Active,1906.8875
5251,Female,33,182,69,1501.5,Lightly Active,2064.5625
5252,Male,27,175,99,1953.75,Super Active,3712.125
5253,Male,46,179,84,1733.75,Moderately Active,2687.3125
5254,Male,23,192,79,1880.0,Very Active,3243.0
5255,Female,46,189,80,1590.25,Moderately Active,2464.8875000000003
5256,Male,34,164,69,1550.0,Very Active,2673.75
5257,Female,39,187,63,1442.75,Moderately Active,2236.2625000000003
5258,Male,41,198,98,2017.5,Sedentary,2421.0
5259,Male,34,172,86,1770.0,Moderately Active,2743.5
5260,Female,38,167,77,1462.75,Lightly Active,2011.28125
5261,Male,28,195,99,2073.75,Very Active,3577.21875
5262,Male,24,189,90,1966.25,Very Active,3391.78125
5263,Female,59,163,77,1332.75,Lightly Active,1832.53125
5264,Male,56,182,81,1672.5,Sedentary,2007.0
5265,Female,22,163,53,1277.75,Moderately Active,1980.5125
5266,Male,61,180,73,1555.0,Sedentary,1866.0
5267,Male,65,165,96,1671.25,Lightly Active,2297.96875
5268,Male,38,183,82,1778.75,Moderately Active,2757.0625
5269,Male,35,206,85,1967.5,Lightly Active,2705.3125
5270,Male,52,190,99,1922.5,Very Active,3316.3125
5271,Male,37,178,71,1642.5,Very Active,2833.3125
5272,Male,32,197,60,1676.25,Very Active,2891.53125
5273,Male,22,171,93,1893.75,Super Active,3598.125
5274,Female,30,177,67,1465.25,Super Active,2783.975
5275,Female,29,187,52,1382.75,Very Active,2385.24375
5276,Male,38,171,66,1543.75,Super Active,2933.125
5277,Male,54,174,66,1482.5,Super Active,2816.75
5278,Female,23,173,62,1425.25,Lightly Active,1959.71875
5279,Male,24,187,77,1823.75,Moderately Active,2826.8125
5280,Male,43,199,67,1703.75,Very Active,2938.96875
5281,Female,59,168,52,1114.0,Super Active,2116.6
5282,Male,65,164,88,1585.0,Lightly Active,2179.375
5283,Male,25,164,82,1725.0,Lightly Active,2371.875
5284,Female,26,163,76,1487.75,Moderately Active,2306.0125000000003
5285,Male,44,182,60,1522.5,Lightly Active,2093.4375
5286,Male,21,162,74,1652.5,Sedentary,1983.0
5287,Female,38,152,73,1329.0,Sedentary,1594.8
5288,Male,48,192,87,1835.0,Very Active,3165.375
5289,Female,38,161,78,1435.25,Moderately Active,2224.6375000000003
5290,Male,57,180,99,1835.0,Sedentary,2202.0
5291,Male,42,179,91,1823.75,Moderately Active,2826.8125
5292,Female,56,188,56,1294.0,Very Active,2232.15
5293,Female,32,181,64,1450.25,Lightly Active,1994.09375
5294,Male,52,206,98,2012.5,Lightly Active,2767.1875
5295,Female,60,163,79,1347.75,Lightly Active,1853.15625
5296,Female,58,150,52,1006.5,Sedentary,1207.8
5297,Male,54,167,79,1568.75,Moderately Active,2431.5625
5298,Male,59,185,79,1656.25,Sedentary,1987.5
5299,Male,64,187,67,1523.75,Super Active,2895.125
5300,Female,45,178,50,1226.5,Moderately Active,1901.075
5301,Female,31,173,58,1345.25,Very Active,2320.55625
5302,Female,21,166,61,1381.5,Sedentary,1657.8
5303,Female,37,184,67,1474.0,Lightly Active,2026.75
5304,Male,51,196,100,1975.0,Lightly Active,2715.625
5305,Female,29,181,52,1345.25,Lightly Active,1849.71875
5306,Male,50,197,81,1796.25,Sedentary,2155.5
5307,Female,41,180,80,1559.0,Sedentary,1870.8
5308,Male,37,206,86,1967.5,Lightly Active,2705.3125
5309,Male,22,182,63,1662.5,Lightly Active,2285.9375
5310,Male,55,181,63,1491.25,Lightly Active,2050.46875
5311,Female,47,152,63,1184.0,Super Active,2249.6
5312,Male,41,189,86,1841.25,Sedentary,2209.5
5313,Male,60,170,76,1527.5,Lightly Active,2100.3125
5314,Female,57,164,62,1199.0,Very Active,2068.275
5315,Male,24,192,97,2055.0,Lightly Active,2825.625
5316,Female,53,168,51,1134.0,Sedentary,1360.8
5317,Female,55,180,70,1389.0,Very Active,2396.025
5318,Male,33,168,66,1550.0,Sedentary,1860.0
5319,Male,32,191,67,1708.75,Sedentary,2050.5
5320,Female,63,169,60,1180.25,Sedentary,1416.3
5321,Male,40,196,92,1950.0,Moderately Active,3022.5
5322,Female,29,170,73,1486.5,Very Active,2564.2125
5323,Female,46,185,64,1405.25,Super Active,2669.975
5324,Female,61,177,52,1160.25,Super Active,2204.475
5325,Male,65,192,75,1630.0,Moderately Active,2526.5
5326,Female,32,186,67,1511.5,Sedentary,1813.8
5327,Male,46,160,97,1745.0,Super Active,3315.5
5328,Male,62,162,84,1547.5,Very Active,2669.4375
5329,Male,60,199,93,1878.75,Lightly Active,2583.28125
5330,Male,38,187,63,1613.75,Very Active,2783.71875
5331,Female,32,186,52,1361.5,Sedentary,1633.8
5332,Male,31,192,73,1780.0,Very Active,3070.5
5333,Female,59,181,78,1455.25,Sedentary,1746.3
5334,Female,61,174,57,1191.5,Very Active,2055.3375
5335,Male,33,197,80,1871.25,Moderately Active,2900.4375
5336,Female,32,165,66,1370.25,Very Active,2363.68125
5337,Female,59,150,50,981.5,Super Active,1864.85
5338,Male,21,194,88,1992.5,Lightly Active,2739.6875
5339,Female,44,173,66,1360.25,Moderately Active,2108.3875000000003
5340,Female,40,174,77,1496.5,Very Active,2581.4625
5341,Female,46,156,70,1284.0,Sedentary,1540.8
5342,Female,58,187,79,1507.75,Moderately Active,2337.0125000000003
5343,Male,26,183,76,1778.75,Super Active,3379.625
5344,Female,60,184,50,1189.0,Lightly Active,1634.875
5345,Female,60,163,62,1177.75,Lightly Active,1619.40625
5346,Female,24,158,73,1436.5,Very Active,2477.9625
5347,Female,59,152,61,1104.0,Super Active,2097.6
5348,Male,21,172,88,1855.0,Super Active,3524.5
5349,Female,22,169,71,1495.25,Lightly Active,2055.96875
5350,Male,22,195,64,1753.75,Lightly Active,2411.40625
5351,Female,28,182,80,1636.5,Super Active,3109.35
5352,Male,58,182,83,1682.5,Lightly Active,2313.4375
5353,Male,45,173,78,1641.25,Sedentary,1969.5
5354,Male,33,191,92,1953.75,Lightly Active,2686.40625
5355,Male,58,162,89,1617.5,Sedentary,1941.0
5356,Male,47,186,99,1922.5,Lightly Active,2643.4375
5357,Female,21,179,66,1512.75,Moderately Active,2344.7625000000003
5358,Female,19,166,63,1411.5,Moderately Active,2187.8250000000003
5359,Female,63,155,56,1052.75,Moderately Active,1631.7625
5360,Male,20,164,93,1860.0,Sedentary,2232.0
5361,Female,38,150,78,1366.5,Sedentary,1639.8
5362,Male,23,192,90,1990.0,Very Active,3432.75
5363,Male,60,210,73,1747.5,Very Active,3014.4375
5364,Female,35,179,76,1542.75,Lightly Active,2121.28125
5365,Female,61,168,73,1314.0,Sedentary,1576.8
5366,Male,22,210,93,2137.5,Moderately Active,3313.125
5367,Male,26,165,92,1826.25,Moderately Active,2830.6875
5368,Female,37,189,66,1495.25,Moderately Active,2317.6375000000003
5369,Female,45,173,66,1355.25,Lightly Active,1863.46875
5370,Female,43,160,50,1124.0,Sedentary,1348.8
5371,Female,35,151,51,1117.75,Lightly Active,1536.90625
5372,Male,36,186,100,1987.5,Super Active,3776.25
5373,Female,20,177,67,1515.25,Super Active,2878.975
5374,Female,26,153,58,1245.25,Very Active,2148.05625
5375,Female,53,190,54,1301.5,Sedentary,1561.8
5376,Male,48,182,89,1792.5,Moderately Active,2778.375
5377,Male,34,192,65,1685.0,Sedentary,2022.0
5378,Male,40,200,94,1995.0,Very Active,3441.375
5379,Male,51,205,86,1891.25,Moderately Active,2931.4375
5380,Female,58,178,52,1181.5,Lightly Active,1624.5625
5381,Male,58,188,97,1860.0,Moderately Active,2883.0
5382,Female,22,159,52,1242.75,Super Active,2361.225
5383,Female,32,169,68,1415.25,Lightly Active,1945.96875
5384,Female,64,163,74,1277.75,Moderately Active,1980.5125
5385,Female,20,182,61,1486.5,Lightly Active,2043.9375
5386,Male,36,177,99,1921.25,Super Active,3650.375
5387,Male,45,165,62,1431.25,Super Active,2719.375
5388,Male,20,199,74,1888.75,Sedentary,2266.5
5389,Female,55,166,50,1101.5,Super Active,2092.85
5390,Female,21,164,65,1409.0,Super Active,2677.1
5391,Female,41,188,78,1589.0,Super Active,3019.1
5392,Female,48,189,55,1330.25,Very Active,2294.68125
5393,Female,62,177,80,1435.25,Super Active,2726.975
5394,Male,62,191,97,1858.75,Sedentary,2230.5
5395,Female,28,167,54,1282.75,Lightly Active,1763.78125
5396,Male,54,202,81,1807.5,Very Active,3117.9375
5397,Female,18,170,62,1431.5,Lightly Active,1968.3125
5398,Female,26,172,61,1394.0,Lightly Active,1916.75
5399,Male,34,164,63,1490.0,Sedentary,1788.0
5400,Male,18,170,68,1657.5,Very Active,2859.1875
5401,Female,20,158,61,1336.5,Moderately Active,2071.5750000000003
5402,Female,64,161,76,1285.25,Super Active,2441.975
5403,Female,43,179,74,1482.75,Lightly Active,2038.78125
5404,Female,48,156,71,1284.0,Lightly Active,1765.5
5405,Male,43,198,86,1887.5,Sedentary,2265.0
5406,Female,40,166,79,1466.5,Sedentary,1759.8
5407,Male,47,197,83,1831.25,Sedentary,2197.5
5408,Female,27,161,67,1380.25,Very Active,2380.93125
5409,Male,25,208,92,2100.0,Super Active,3990.0
5410,Male,61,183,75,1593.75,Very Active,2749.21875
5411,Female,42,163,78,1427.75,Sedentary,1713.3
5412,Male,39,192,70,1710.0,Sedentary,2052.0
5413,Female,32,190,79,1656.5,Lightly Active,2277.6875
